Gene_acc,Gene_id,m_DD8,m_HCZ,FC2,INT2,Desc,pg_index
528,LdBPK_100140,3.8950461271062227,3.712887496999486,-0.6051178710777645,3.8039668120528543,"hypothetical protein, conserved",724
529,LdBPK_100180,2.6067819374809567,2.260299289285402,-1.1509904434317857,2.4335406133831796,"hypothetical protein, unknown function",727
530,LdBPK_100200,5.108707378046309,4.725156666679255,-1.2741278839042476,4.916932022362782,"Mitogen-activated protein kinase 10, putative",729
531,LdBPK_100210,5.3415214971678955,5.260437880217869,-0.2693539451813791,5.300979688692882,"nucleolar protein 56, putative",730
532,LdBPK_100230,4.715203271594776,4.651703270282045,-0.21094243838614446,4.6834532709384105,"hypothetical protein, unknown function",731
533,LdBPK_100240,3.981132042302402,3.9993422515834394,0.0604930058244566,3.9902371469429205,"Amastin surface glycoprotein, putative",732
534,LdBPK_100260,2.9196975720605107,2.728464096477473,-0.6352638552222487,2.824080834268992,"hypothetical protein, conserved",733
535,LdBPK_100300,2.7772222960121136,3.127038304688173,1.1620636272623628,2.9521303003501433,"hypothetical protein, conserved",735
536,LdBPK_100310,5.779037266340719,5.74029577177165,-0.12869645924691753,5.759666519056184,"isocitrate dehydrogenase [NADP], mitochondrial precursor, putative",736
537,LdBPK_100320,3.27307967821236,3.0372210854952395,-0.7835052855675997,3.1551503818538,"kinetoplastid kinetochore protein 4, putative",737
539,LdBPK_100350,3.7878131985110253,3.9373850817951785,0.49686704128684234,3.862599140153102,"hypothetical protein, conserved",740
540,LdBPK_100390,5.13658714538314,4.93772994092579,-0.6605893343576312,5.037158543154465,"folate/biopterin transporter, putative (fragment)",742
541,LdBPK_100450,2.8241845055053783,3.096555507579659,0.9047968840231775,2.9603700065425187,"Zinc finger, C3HC4 type (RING finger), putative",745
542,LdBPK_100460,3.005118349846957,3.228774203459054,0.7429686637000401,3.116946276653006,"Zinc finger, C3HC4 type (RING finger), putative",746
543,LdBPK_100480,4.716774780900695,4.518907665129086,-0.6573003309360423,4.61784122301489,"4F5 protein family/Zinc-binding, putative",747
544,LdBPK_100540,4.9945208194187085,4.789250202087016,-0.6818942307690214,4.8918855107528625,"mitogen-activated protein kinase 3, putative",752
545,LdBPK_100560,4.857509095999922,5.382990957088241,1.7456129577029813,5.120250026544081,"glycerol-3-phosphate dehydrogenase [NAD+], glycosomal",754
546,LdBPK_100590,2.841346671077494,2.8774066282711863,0.11978858490216027,2.8593766496743402,"hypothetical protein, unknown function",756
547,LdBPK_100600,3.4822155365967666,3.8373763817965125,1.1798187898729768,3.6597959591966394,"hypothetical protein, conserved",757
548,LdBPK_100610,4.212828671631072,4.002055556356546,-0.7001731332773797,4.107442113993809,zinc binding dehydrogenase-like protein,758
549,LdBPK_100620,4.278750741058551,4.1757222267881255,-0.34225331612942966,4.227236483923338,zinc-binding dehydrogenase-like protein,759
550,LdBPK_100630,3.0000554272832867,3.1063253670836732,0.3530210986648914,3.0531903971834797,"chromatin assembly factor 1 subunit A, putative",760
551,LdBPK_100650,3.7009293342517355,3.7831681335208636,0.2731913777819184,3.7420487338862998,"ABC1 family, putative",761
552,LdBPK_100670,4.319881911040486,4.331270497054849,0.03783206384215276,4.3255762040476675,FLA1-binding protein,762
553,LdBPK_100680,4.398095556996442,4.405934828056444,0.026041494777659935,4.402015192526443,Flagellum adhesion protein 1,763
554,LdBPK_100690,3.1174496630824864,3.1926538562939113,0.24982292228237135,3.155051759688199,"hypothetical protein, conserved",764
555,LdBPK_100700,3.1823676214303633,2.842584252119035,-1.12873592069079,3.012475936774699,"hypothetical protein, unknown function",765
556,LdBPK_100720,4.073921123100338,4.178719366104883,0.3481322277316323,4.126320244602611,"hypothetical protein, conserved",766
557,LdBPK_100740,2.967500009578884,3.0286308426203243,0.20307223174422795,2.998065426099604,"hypothetical protein, conserved",767
558,LdBPK_100780,2.912529963411629,2.272752611151721,-2.125294360944837,2.592641287281675,"deaminase, putative",768
559,LdBPK_100790,3.829573896059461,3.757257574094951,-0.24022962165282635,3.793415735077206,"hypothetical protein, conserved",769
560,LdBPK_100830,4.750106557375375,4.829453751902434,0.26358567474993144,4.789780154638905,"WD domain, G-beta repeat, putative",770
561,LdBPK_100840,4.562951906255303,4.150231638253455,-1.3710270536047826,4.356591772254379,"hypothetical protein, conserved",771
562,LdBPK_100870,3.588989782382545,3.701786831731593,0.37470368725299785,3.645388307057069,"hypothetical protein, conserved",773
563,LdBPK_100900,5.49942796516569,5.359705072897357,-0.46414940132509486,5.429566519031524,"nuclear transport factor 2, putative",776
564,LdBPK_100910,3.789539195414621,3.367393564367947,-1.4023374319079007,3.578466379891284,"Ribosome biogenesis protein Nop16, putative",777
565,LdBPK_100920,6.1488513082547325,6.133990862433733,-0.04936533247532893,6.141421085344232,histone H3,778
566,LdBPK_160610,6.1488513082547325,6.133990862433733,-0.04936533247532893,6.141421085344232,"histone H3, putative (fragment)",778
567,LdBPK_100930,2.7255354406896415,2.5157709632769927,-0.6968225108264452,2.620653201983317,"hypothetical protein, conserved",779
568,LdBPK_100940,5.122519148700678,5.0436594571217075,-0.2619662250103332,5.083089302911192,"FKBP-type peptidyl-prolyl cis-trans isomerase, putative",780
569,LdBPK_100960,5.233156943867617,5.277765007844531,0.148184780983442,5.255460975856074,"small GTP-binding protein Rab11, putative",782
570,LdBPK_101020,5.376706298642393,5.377072683329566,0.001217103585858581,5.376889490985979,"Archaic translocase of outer membrane 12 kDa subunit, putative",784
571,LdBPK_101030,4.017046633488899,4.169421273816954,0.506177598654121,4.093233953652927,"translation initiation factor eif-2b beta subunit, putative",785
572,LdBPK_101040,3.5882117296252227,3.7353695158424847,0.4888475844165505,3.6617906227338537,"hypothetical protein, conserved",786
573,LdBPK_101060,2.824661087710843,2.86495277994783,0.13384610443260314,2.8448069338293367,"hypothetical protein, unknown function",787
574,LdBPK_101090,4.383244862707785,4.548304297990625,0.5483155753923086,4.465774580349205,nucleoside phosphorylase-like protein,788
575,LdBPK_101110,4.11683897163079,4.017004024457885,-0.33164451586526944,4.066921498044337,RNA-binding protein-like protein,789
576,LdBPK_101180,4.283206423540378,4.312438314040429,0.09710623831879062,4.297822368790404,"hypothetical protein, conserved",794
577,LdBPK_101200,4.672209094877291,4.618034682247454,-0.17996350333907607,4.645121888562373,"PAB1-binding protein , putative",795
578,LdBPK_101210,4.138477206209625,4.28379220971218,0.48272599274379324,4.211134707960903,"hypothetical protein, conserved",796
579,LdBPK_101220,3.605893200028448,3.721234952640579,0.38315700851578427,3.6635640763345134,"hypothetical protein, conserved",797
580,LdBPK_101230,2.730666570633052,2.8369382089557953,0.35302674103402865,2.783802389794424,"Zinc finger, C3HC4 type (RING finger), putative",798
581,LdBPK_101240,4.885504220269956,4.852497826818721,-0.10964486571656451,4.869001023544339,"Tumour suppressor, Mitostatin, putative",799
582,LdBPK_101250,5.137013682260496,5.29925130004179,0.5389417005552772,5.218132491151143,"Ras-related protein RabX1, putative",800
583,LdBPK_101280,4.590644001106039,4.647395924147769,0.1885258075912084,4.619019962626904,flagellar protofilament ribbon protein-like protein,802
584,LdBPK_101300,1.9492462794439607,2.4297812878773586,1.5963027450918412,2.1895137836606597,"hypothetical protein, conserved",803
585,LdBPK_101380,4.949215226860395,4.9927194507912205,0.1445179037220825,4.970967338825808,"Protein of unknown function (DUF1861), putative",804
586,LdBPK_101400,4.568808494268855,4.5830820999199,0.047415891627549556,4.5759452970943775,"Protein of unknown function (DUF1861), putative",806
587,LdBPK_101430,4.2207275677244915,4.373501724870058,0.5075047647945929,4.297114646297275,"Protein of unknown function (DUF1861), putative",809
588,LdBPK_101440,3.661548390844158,3.9104737164106,0.8269120325281456,3.786011053627379,phosphate-Repressible Phosphate Permease-like protein,810
589,LdBPK_110010,3.2466058205064003,3.477695418570263,0.7676630282445736,3.3621506195383315,"hypothetical protein, conserved",812
590,LdBPK_110020,3.1361622073021844,2.8809216885430455,-0.8478906502196075,3.008541947922615,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative",813
591,LdBPK_110030,2.827913269196973,3.957646370436823,3.7528921287328867,3.392779819816898,"Bacterial transferase hexapeptide (six repeats), putative",814
592,LdBPK_110040,4.049291733063638,4.112512590382997,0.2100151421120433,4.080902161723317,"ATP-binding cassette protein subfamily H, member 1, putative",815
593,LdBPK_110060,3.3438827515923744,3.1425995734198597,-0.6686482445994972,3.2432411625061173,"protein kinase, putative",816
594,LdBPK_110080,3.4751279472672367,3.223847383349935,-0.8347359649760246,3.349487665308586,"hypothetical protein, conserved",818
595,LdBPK_110090,3.6891409646468687,3.7065043719980744,0.057679990702945716,3.6978226683224715,"MORN repeat, putative",819
596,LdBPK_110100,5.2333951291885255,5.245188015775383,0.03917512127270584,5.239291572481955,seryl-tRNA synthetase,820
597,LdBPK_110130,4.2187233144600125,3.8235470179048945,-1.3127472419599862,4.021135166182454,NGG1 interacting factor 3-like protein,821
598,LdBPK_110140,4.340927113429507,4.355136984363417,0.04720416948008044,4.348032048896462,"hypothetical protein, conserved",822
599,LdBPK_110180,4.910143477334472,4.88103117564519,-0.09670897288846092,4.8955873264898315,"hypothetical protein, conserved",825
600,LdBPK_110190,3.4398758025363874,3.418824162798506,-0.06993203348871546,3.4293499826674467,"DEAD-boc ATP-dependent (RNA) helicase, putative",826
601,LdBPK_110200,3.2755297802401384,3.3750087365309906,0.33046193975265403,3.3252692583855645,"hypothetical protein, conserved",827
602,LdBPK_110240,5.25362867379509,5.276126086884037,0.07473478860245919,5.264877380339564,"proteasome alpha 7 subunit, putative",829
603,LdBPK_110260,4.361366206817759,4.5390747749787534,0.5903350852762141,4.450220490898256,"hypothetical protein, conserved",830
604,LdBPK_110270,3.6572246082851576,3.878248126758544,0.7342242356475985,3.7677363675218505,NADH-cytochrome b5 reductase-like protein,831
605,LdBPK_110300,3.2641633826248433,3.3564482442646875,0.3065636746141909,3.3103058134447654,"Sec20, putative",832
606,LdBPK_110360,3.574070714963384,3.598444901011212,0.08096929342229231,3.586257807987298,"Optic atrophy 3 protein (OPA3), putative",835
607,LdBPK_110400,3.6578653129927496,3.438877814799383,-0.7274607226776411,3.5483715638960662,tubulin-tyrsoine ligase-like protein,837
608,LdBPK_110410,4.268173849444319,4.0169641110188365,-0.8345006877849155,4.142568980231578,"Nucleolar protein 89, putative",838
609,LdBPK_110430,2.727496481974,2.945275106810646,0.7234449323107892,2.8363857943923234,"hypothetical protein, conserved",839
610,LdBPK_110440,2.790698714770105,2.8037388771697533,0.04331848183728759,2.797218795969929,"hypothetical protein, conserved",840
611,LdBPK_110460,2.9146983864484572,2.953207417313565,0.12792423153768517,2.9339529018810113,"hypothetical protein, unknown function",841
612,LdBPK_110470,4.2974219008855,4.251930828869895,-0.1511180701951833,4.274676364877697,"pumilio-repeat, RNA-binding protein, putative",842
613,LdBPK_110520,2.5652628705378118,2.9177178606325413,1.1708301337789297,2.7414903655851766,nucleobase transporter,844
614,LdBPK_110580,4.25788683091609,4.172137917416778,-0.28485172485942734,4.2150123741664345,tetratricopeptide repeat (TPR) protein,846
615,LdBPK_110590,4.338286610888968,4.4290147803995765,0.3013924552949945,4.383650695644272,"mRNA cap guanine-N7 methyltransferase, putative",847
616,LdBPK_110600,5.145878174246144,5.148236994837369,0.007835832392785846,5.1470575845417565,"3-methylcrotonoyl-CoA carboxylase beta subunit, putative",848
617,LdBPK_110630,5.2892925967984,5.4594879439002595,0.5653767051567726,5.37439027034933,"metallo-peptidase, Clan MF, Family M17 (fragment)",850
618,LdBPK_110710,4.938702712603644,4.907771091109847,-0.10275262246066319,4.923236901856745,anion-transporting ATPase-like protein,853
619,LdBPK_110750,4.69619583254915,4.649930670169617,-0.15368954272309665,4.673063251359384,"hypothetical protein, conserved",855
620,LdBPK_110760,4.205180641254788,3.980587186952428,-0.7460833057748104,4.092883914103608,"hypothetical protein, conserved",856
621,LdBPK_110790,3.9996141123283286,4.0388727741138295,0.13041445155293552,4.019243443221079,"hypothetical protein, conserved",858
622,LdBPK_110800,4.7440822495093995,4.835216775700067,0.30274234296702573,4.789649512604733,"hypothetical protein, conserved",859
623,LdBPK_110820,5.155991553704405,5.114262332630615,-0.13862147186279117,5.13512694316751,"hypothetical protein, conserved",861
624,LdBPK_110830,3.89063749393458,3.7976336857730923,-0.3089519632631603,3.844135589853836,"hypothetical protein, conserved",862
625,LdBPK_110850,4.6793410736959435,4.580162382751483,-0.32946447986255656,4.629751728223713,"Alpha/beta hydrolase family, putative",863
626,LdBPK_110870,1.7995389316900205,2.3948066059889346,1.977436411231822,2.0971727688394775,"kinesin, putative",865
627,LdBPK_110900,4.272688463321227,4.034933848477722,-0.7898037347377596,4.153811155899475,"60S ribosomal protein L24, putative",868
628,LdBPK_110910,3.841932656586191,3.9520632175248696,0.3658458044879005,3.8969979370555303,"ATPase, putative",869
629,LdBPK_110930,4.196020217678414,3.8331163284361023,-1.2055406254179264,4.014568273057258,"hypothetical protein, conserved",871
630,LdBPK_110980,3.323105310690995,3.2551091280659747,-0.2258784294071461,3.2891072193784847,"HIT zinc finger, putative",873
631,LdBPK_110990,3.8239177490973257,3.775913699402292,-0.1594660013503013,3.799915724249809,adaptin-related protein-like protein,874
632,LdBPK_111040,2.8861677632014753,3.4645191149202454,1.921241603990664,3.1753434390608604,"hypothetical protein, conserved",877
633,LdBPK_111050,4.333869842344808,4.6574456936088495,1.0748957111411137,4.495657767976828,"protein transport protein SEC61 subunit alpha, putative",878
634,LdBPK_111080,3.3672574812135694,3.1322875918000883,-0.7805530770952203,3.249772536506829,"zinc finger domain protein, putative",879
635,LdBPK_111090,2.9005637651477834,3.1479036617869243,0.8216453516320978,3.024233713467354,"zinc finger domain protein, putative",880
636,LdBPK_111110,5.365956861666061,5.15183603520874,-0.7112939891090733,5.258896448437401,"60S ribosomal protein L28, putative",881
637,LdBPK_111120,3.6493825598235134,3.5764575567172554,-0.24225161663842698,3.6129200582703844,"hypothetical protein, conserved",882
638,LdBPK_111160,4.656316513746955,4.638054770377821,-0.06066419835954662,4.647185642062388,"eukaryotic release factor 3, putative",884
639,LdBPK_111170,3.017196909143751,3.2662581858589124,0.827363652468609,3.1417275475013318,"60Kd inner membrane protein, putative",885
640,LdBPK_111180,5.607079052201289,5.764058437194784,0.5214742293280317,5.6855687446980365,"40S ribosomal protein S15A, putative",886
641,LdBPK_111190,3.1077639916549384,3.0511538445845168,-0.18805483800893974,3.0794589181197276,"Organic solute transporter Ostalpha, putative",887
642,LdBPK_111200,5.0230117059676465,5.069715109538193,0.15514534844786,5.04636340775292,SKP1-like protein,888
643,LdBPK_111270,3.5700843302863894,4.037440182966635,1.5525225373285458,3.803762256626512,"tatD related deoxyribonuclease, putative",891
644,LdBPK_111290,2.893142764115607,2.8588786594366304,-0.11382289197925388,2.876010711776119,"hypothetical protein, conserved",892
645,LdBPK_111300,4.094349830431091,4.061516640363722,-0.10906949652956754,4.077933235397406,"hypothetical protein, conserved",893
646,LdBPK_111340,4.322584219781096,4.4664263786285865,0.4778333087047262,4.394505299204841,"hypothetical protein, conserved",895
647,LdBPK_111360,3.1429416253679574,3.611433243999309,1.5562954701507419,3.3771874346836332,"tRNA pseudouridine synthase D (TruD), putative",896
648,LdBPK_120010,4.133391732622336,4.049496347200302,-0.27869443786485704,4.091444039911319,"translation initiation factor EIF-2b alpha subunit, putative",897
649,LdBPK_120020,4.183120990762857,4.2679152423395,0.28168040659739724,4.225518116551179,PITH domain-containing protein,898
650,LdBPK_120040,4.156517496474815,4.3621709216518205,0.6831658909053129,4.259344209063318,"Mitochondrial SSU ribosomal protein 29, putative",900
651,LdBPK_120060,5.221934460172099,5.217412848192363,-0.015020469869661213,5.21967365418223,"hypothetical protein, conserved",901
652,LdBPK_120070,3.5920133982041866,3.463448914795463,-0.4270819694401169,3.527731156499825,"hypothetical protein, unknown function",902
653,LdBPK_120080,3.062429163376629,3.1509949900816454,0.2942093079783188,3.106712076729137,"kinetoplastid kinetochore protein 6, putative",903
654,LdBPK_120100,4.083951261472028,4.134836764142146,0.16903798094233125,4.109394012807087,"ornithine decarboxylase, putative",905
655,LdBPK_120110,2.623496366907376,2.862962906145277,0.7954906244798305,2.7432296365263262,"hypothetical protein, conserved",906
656,LdBPK_120120,4.030947591471183,3.9935933904233916,-0.12408796992273174,4.012270490947287,"hypothetical protein, conserved",907
657,LdBPK_120130,3.5601101184155177,3.5589015337758623,-0.00401483126952229,3.55950582609569,"Cell division protein kinase, putative",908
658,LdBPK_120270,2.5016192496201732,2.173133820192839,-1.0912049767758027,2.337376534906506,"hypothetical protein, conserved",911
659,LdBPK_130030,3.304720942325881,3.589166479878326,0.9449076226608053,3.4469437111021035,"hypothetical protein, conserved",913
660,LdBPK_130040,3.6787221663649756,3.7490970730448283,0.2337803796748794,3.7139096197049017,"hypothetical protein, conserved",914
661,LdBPK_130050,3.1260312788904376,2.9727684023066425,-0.5091282556269654,3.0493998405985403,"ribonuclease HII, putative",915
662,LdBPK_130080,3.653369014569832,3.3975237627846164,-0.8498995298488392,3.5254463886772243,"mitochondrial DNA polymerase I protein B, putative",917
663,LdBPK_130110,4.364472092760369,4.428450464871737,0.21253155178191108,4.396461278816053,"SURF1 family, putative",919
664,LdBPK_130120,3.9331534570579834,3.790104858450506,-0.47519715864844336,3.861629157754245,"hypothetical protein, conserved",920
665,LdBPK_130130,3.427156911562224,3.204137318972858,-0.7408550503329501,3.315647115267541,"Kinesin-13 2, putative",921
666,LdBPK_130140,4.436698405889769,4.590380794543028,0.5105218445566617,4.513539600216399,"hypothetical protein, conserved",922
667,LdBPK_130150,4.26620033553828,3.1002317948516445,-3.873263653061752,3.683216065194962,"hypothetical protein, conserved",923
668,LdBPK_130160,5.275131341523063,5.288622465770583,0.04481654466945528,5.281876903646824,protein kinase A regulatory subunit,924
669,LdBPK_130210,4.065983490228243,3.6010899364186715,-1.544342957532045,3.8335367133234572,"Triglyceride lipase, putative",925
670,LdBPK_130240,4.1040948476590975,4.1914108835244,0.2900575926751383,4.147752865591748,"Domain of unknown function (DUF4200), putative",926
671,LdBPK_130200,2.2608118286553607,3.366725021493607,3.673764105795957,2.8137684250744837,"Lipase (class 3), putative",927
672,LdBPK_130300,3.020161583892494,3.391409906633541,1.2332602334932972,3.205785745263017,"long-chain-fatty-acid-CoA ligase, putative",930
673,LdBPK_130290,5.079718988828548,5.107376526215456,0.09187635048096965,5.093547757522002,Flagellar radial spoke protein 4/6,931
674,LdBPK_130280,3.57874028057809,3.5674053578385347,-0.03765379830190696,3.5730728192083125,mitogen-activated protein kinase kinase 2,932
675,LdBPK_130270,5.8700931725159355,5.688797753314257,-0.6022503465204352,5.779445462915096,ALBA-domain protein 1,933
676,LdBPK_130260,4.45383927156101,4.69749062309989,0.8093922700342855,4.57566494733045,"N-acetyltransferase subunit ARD1, putative",934
677,LdBPK_130340,4.182195249012288,3.9094768528406423,-0.9059509022352135,4.045836050926465,"hypothetical protein, conserved",935
678,LdBPK_130370,3.232750205854367,3.000099962415776,-0.7728473799610391,3.116425084135072,"TATA element modulatory factor 1 TATA binding, putative",937
679,LdBPK_130380,2.027859744670399,2.2669374214194145,0.7941988512529532,2.1473985830449065,"Histidine phosphatase superfamily (branch 1), putative",938
680,LdBPK_130400,3.0610077199669767,3.0060656336146905,-0.1825136602453874,3.033536676790834,"hypothetical protein, conserved",940
681,LdBPK_130410,4.395748105787328,4.245953114492179,-0.4976081900567646,4.320850610139754,"Protein of unknown function (DUF1014), putative",941
682,LdBPK_130430,4.069675916497006,4.206373093199461,0.45409819177966604,4.138024504848234,"hypothetical protein, conserved",942
683,LdBPK_364730,5.112892922917918,5.4642806367679615,1.1672847188367008,5.288586779842939,"60S ribosomal protein L18, putative",944
684,LdBPK_130460,5.565582540657827,5.539148762365427,-0.0878111107635462,5.552365651511627,"40S ribosomal protein S12, putative",945
685,LdBPK_130470,3.869701009696384,3.824463472049305,-0.15027584725335608,3.8470822408728447,"hypothetical protein, conserved",946
686,LdBPK_130480,3.0899485972613308,3.201866114544514,0.3717819449730495,3.1459073559029225,"hypothetical protein, conserved",947
687,LdBPK_130490,4.483955749570201,4.593096688640092,0.3625583517986595,4.5385262191051465,"Protein of unknown function, DUF607, putative",948
688,LdBPK_130500,4.119699144420224,3.871830757562982,-0.8234009581354815,3.995764950991603,actyltransferase-like protein,949
689,LdBPK_130540,4.677949114690134,4.766119313631412,0.29289506099484086,4.722034214160773,"hypothetical protein, conserved",951
690,LdBPK_130550,3.812983309640665,4.013556806392827,0.6662907339508042,3.913270058016746,"hypothetical protein, conserved",952
691,LdBPK_130570,4.4125707134333005,4.2462528650951175,-0.552495933075825,4.329411789264209,"Metallopeptidase family M24, putative",954
692,LdBPK_130610,4.16957504527711,4.197834532093047,0.09387598320096124,4.183704788685079,oxidoreductase-like protein,955
693,LdBPK_130640,2.760232519627371,3.0924947535265384,1.1037512496596804,2.926363636576955,"hypothetical protein, conserved",957
694,LdBPK_130670,4.258530430999259,4.144530333799822,-0.3787001257067004,4.2015303823995405,"protein kinase, putative",959
695,LdBPK_130710,3.3551306810464934,3.2261819149571527,-0.42835852887323966,3.290656298001823,"Complex1_LYR-like, putative",962
696,LdBPK_130720,3.21424097928289,3.0598626053756166,-0.5128338575255977,3.1370517923292534,"hypothetical protein, conserved",963
698,LdBPK_130750,3.8159495296956223,3.716907595405312,-0.3290101840909685,3.766428562550467,"hypothetical protein, conserved",965
699,LdBPK_130760,5.2599197151898025,5.594358911398355,1.11098296191674,5.427139313294079,"mitochondrial processing peptidase alpha subunit, putative",966
700,LdBPK_130770,5.066846069294905,4.988815157251514,-0.25921307898662604,5.02783061327321,"hypothetical protein, conserved",967
701,LdBPK_130790,2.994372823342339,2.88801676679863,-0.35330717229397557,2.9411947950704844,"hypothetical protein, conserved",968
702,LdBPK_130800,3.0320287615731516,2.7641230869072833,-0.8899633874523012,2.898075924240217,"hypothetical protein, conserved",969
703,LdBPK_130820,3.9541553160661107,4.027955160676324,0.24515777720898768,3.9910552383712172,glycosyltransferase family-like protein,971
704,LdBPK_130830,3.6316216956753435,3.7020948191563186,0.23410664882591625,3.6668582574158313,"N(2), N(2)-dimethylguanosine tRNA methyltransferase, putative",972
705,LdBPK_130840,4.2179720926414115,4.322633293678485,0.3476769841697074,4.270302693159948,"actin-like protein, putative",973
706,LdBPK_130850,2.3610199324891514,2.5462151400822015,0.6152051631418498,2.4536175362856767,katanin-like protein,974
707,LdBPK_130870,3.842767651705742,3.8899478760160817,0.1567293126596052,3.866357763860912,"AMP deaminase, putative",976
708,LdBPK_130880,3.0188315409935185,2.5438811337598852,-1.5777511014675998,2.781356337376702,"hypothetical protein, conserved",977
709,LdBPK_130940,3.00550337630658,2.98135346871004,-0.08022425653387977,2.99342842250831,subtilisin peptidase,978
710,LdBPK_130950,4.793595506778979,4.761905163589181,-0.10527304137881188,4.77775033518408,"Dpy-30 motif containing protein, putative",979
711,LdBPK_130960,4.795882450375039,5.3349120630146825,1.7906176142038852,5.065397256694861,"NADH-cytochrome b5 reductase, putative",980
712,LdBPK_130970,2.2699055997463655,1.5539703008816252,-2.378285583420361,1.9119379503139955,"hypothetical protein, unknown function",981
713,LdBPK_130980,2.000398801891342,2.2657704831139815,0.8815456434409796,2.133084642502662,"hypothetical protein, unknown function",982
714,LdBPK_130990,4.951759163515262,4.886080537923722,-0.2181796715861246,4.918919850719492,"proteasome regulatory ATPase subunit 2, putative",983
715,LdBPK_131000,4.820860563729787,4.817984616580563,-0.009553689634419271,4.819422590155175,"leucyl-tRNA synthetase, putative",984
716,LdBPK_131010,4.477913607074628,4.561103655406595,0.2763513587689985,4.519508631240612,"hypothetical protein, conserved",985
717,LdBPK_131020,4.2316850451914885,4.5079408316740155,0.9177018584915118,4.3698129384327515,"DNA-directed RNA polymerase ii 8.2 Kd polypeptide, putative",986
718,LdBPK_131040,4.194822897165984,4.448651406440945,0.8432000562438713,4.321737151803465,"Alpha/beta hydrolase family, putative",988
719,LdBPK_131050,4.066114313129202,4.210894512289027,0.4809494111724071,4.138504412709114,"hypothetical protein, conserved",989
720,LdBPK_131060,3.538134143863755,3.597056040757635,0.19573430469583464,3.567595092310695,"calmodulin, putative",990
721,LdBPK_131080,3.991458544493323,4.0213459078084846,0.09928367187874265,4.006402226150904,"dynein light chain Tctex-type, putative",992
722,LdBPK_131100,4.092229140920695,4.004618674090929,-0.2910356711680002,4.048423907505812,"hypothetical protein, conserved",993
723,LdBPK_131110,3.058530527114686,3.1622247259406326,0.34446467235675016,3.1103776265276593,nucleobase transporter,994
724,LdBPK_131180,3.641155454429032,3.8876432885536745,0.8188148612265849,3.7643993714913533,"XPA-interacting protein, putative",995
725,LdBPK_131210,3.9536403963897624,4.4064301537921455,1.5041350161922118,4.180035275090954,"hypothetical protein, unknown function",996
726,LdBPK_131240,3.11434303620648,3.0123726611469115,-0.33873825375658306,3.063357848676696,"hypothetical protein, conserved",998
727,LdBPK_131260,4.93928387196723,4.86736494581709,-0.23890950133227662,4.90332440889216,"hypothetical protein, conserved",1000
728,LdBPK_131280,4.24985497467215,4.178451871659526,-0.2371959739597731,4.214153423165838,"endomembrane protein, putative",1002
729,LdBPK_131290,3.5863151819902725,3.6076311985331464,0.07081027422485775,3.5969731902617097,"Beta-lactamase superfamily domain containing protein, putative",1003
730,LdBPK_131320,5.3952358222985675,5.301472298220543,-0.31147568491043387,5.348354060259555,"ubiquitin-conjugating enzyme, putative",1005
731,LdBPK_131480,2.740941495365331,2.9319739395651747,0.6345960434224622,2.8364577174652528,"hypothetical protein, conserved",1006
732,LdBPK_131500,4.793473653121917,4.801316733714384,0.026054149770583734,4.797395193418151,programmed cell death 6 protein-like protein,1007
733,LdBPK_131530,5.031728571935184,4.993525396075394,-0.12690820320255725,5.012626984005289,"Ran-binding protein 1, putative",1009
734,LdBPK_131590,3.330891465358664,3.796505055537755,1.5467348665772924,3.5636982604482093,Miltefosine transporter,1011
735,LdBPK_131620,4.20798765712092,4.080814688531956,-0.42245945726590506,4.144401172826438,"ras-like small GTPases, putative",1012
736,LdBPK_131350,4.522808293228778,4.436179277077858,-0.2877753625841901,4.479493785153318,"Kinesin-13 5, putative",1015
737,LdBPK_131370,3.261465079046496,3.421107728035029,0.5303214008172485,3.3412864035407623,"mitochondrial DNA polymerase I protein D, putative",1017
738,LdBPK_140010,3.8583676604620223,4.449420750277041,1.9634358646264953,4.153894205369532,"exosome complex exonuclease, putative",1018
739,LdBPK_140030,4.097689082629823,4.010536211771182,-0.28951557025541064,4.054112647200503,"hypothetical protein, conserved",1019
740,LdBPK_140060,3.2082896470348885,3.1442235684738913,-0.21282290630103695,3.17625660775439,"hypothetical protein, conserved",1021
741,LdBPK_140080,3.850958403821577,4.036562984163724,0.6165650699783569,3.94376069399265,"hypothetical protein, conserved",1022
742,LdBPK_140100,2.8640623675757033,3.0390705552854764,0.5813646155884165,2.95156646143059,"hypothetical protein, conserved",1023
743,LdBPK_140110,3.3776355104078335,3.2932388785241615,-0.28035954256823814,3.3354371944659977,"DnaJ domain containing protein, putative",1024
744,LdBPK_140140,2.7877648909789885,2.6873705747539174,-0.3335026996350692,2.737567732866453,"histone acetyltransferase, putative",1026
745,LdBPK_140150,4.8715358293340705,4.934080558276755,0.20776909226182028,4.902808193805413,"60S ribosomal protein, putative",1027
746,LdBPK_140190,5.541993219706322,5.539991941715725,-0.006648101582644728,5.540992580711023,"Thioredoxin-like, putative",1029
747,LdBPK_140210,4.072259293540219,3.9471819118594067,-0.4154980682404421,4.0097206026998125,"Domain of unknown function (DUF4201), putative",1030
748,LdBPK_140240,5.085726003408587,5.1109514454368155,0.08379710457952072,5.098338724422701,"HIT domain containing protein, putative",1033
